word,label,di_word_pos,root_word,root_word_pos,following_word,following_word_pos
di pidana,0,IN,pidana,NN,pidana,NN
di pidanakan,0,IN,pidana,NN,pidanakan,VB
di pidanakan,0,IN,pidana,NN,pidanakan,VB
dipidana,1,VB,pidana,NN,pidana,NN
dipidanakan,1,VB,pidana,NN,pidanakan,VB
dipidanakan,1,VB,pidana,NN,pidanakan,VB
di pikuli,0,IN,pikul,NN,pikuli,VB
dipikuli,1,VB,pikul,NN,pikuli,VB
di pimpin,0,IN,pimpin,NN,pimpin,NN
di pimpin,0,IN,pimpin,NN,pimpin,NN
di pimpin,0,IN,pimpin,NN,pimpin,NN
di pimpin,0,IN,pimpin,NN,pimpin,NN
dipimpin,1,VB,pimpin,NN,pimpin,NN
dipimpin,1,VB,pimpin,NN,pimpin,NN
dipimpin,1,VB,pimpin,NN,pimpin,NN
dipimpin,1,VB,pimpin,NN,pimpin,NN
di pinggir,0,IN,pinggir,NN,pinggir,NN
dipinggir,1,VB,pinggir,NN,pinggir,NN
dipinggul,0,VB,pinggul,NN,pinggul,NN
di pinggul,1,IN,pinggul,NN,pinggul,NN
dipintu,0,VB,pintu,NN,pintu,NN
di pintu,1,IN,pintu,NN,pintu,NN
di pisah,0,IN,pisah,NN,pisah,NN
di pisah,0,IN,pisah,NN,pisah,NN
dipisah,1,VB,pisah,NN,pisah,NN
dipisah,1,VB,pisah,NN,pisah,NN
diplatform,0,VB,platform,NN,platform,NN
diplatform,0,VB,platform,NN,platform,NN
di platform,1,IN,platform,NN,platform,NN
di platform,1,IN,platform,NN,platform,NN
diPlaza Senayan,0,VP,plaza senayan,NN,Plaza Senayan,NP
diPlaza Senayan,0,VP,plaza senayan,NN,Plaza Senayan,NP
di Plaza Senayan,1,IN,plaza senayan,NN,Plaza Senayan,NP
di Plaza Senayan,1,IN,plaza senayan,NN,Plaza Senayan,NP
di plenokan,0,IN,pleno,NN,plenokan,NN
diplenokan,1,VB,pleno,NN,plenokan,NN
di plesetkan,0,IN,plesetkan,NN,plesetkan,NN
diplesetkan,1,VB,plesetkan,NN,plesetkan,NN
diPluit,0,VB,pluit,NN,Pluit,NN
di Pluit,1,IN,pluit,NN,Pluit,NN
dipoin,0,VB,poin,NN,poin,NN
dipoin-poin,0,VB,poin,NN,poin-poin,NN
di poin,1,IN,poin,NN,poin,NN
di poin-poin,1,IN,poin,NN,poin-poin,NN
diPolda,0,VB,polda,NN,Polda,NNP
diPolda,0,VB,polda,NN,Polda,NNP
diPolda,0,VB,polda,NN,Polda,NNP
diPolda,0,VB,polda,NN,Polda,NNP
diPolda,0,VB,polda,NN,Polda,NNP
diPolda,0,VB,polda,NN,Polda,NNP
diPolda,0,VB,polda,NN,Polda,NNP
di Polda,1,IN,polda,NN,Polda,NNP
di Polda,1,IN,polda,NN,Polda,NNP
di Polda,1,IN,polda,NN,Polda,NNP
di Polda,1,IN,polda,NN,Polda,NNP
di Polda,1,IN,polda,NN,Polda,NNP
di Polda,1,IN,polda,NN,Polda,NNP
di Polda,1,IN,polda,NN,Polda,NNP
dikepolisian,0,VB,polisi,NN,kepolisian,NN
di kepolisian,1,IN,polisi,NN,kepolisian,NN
diPolres,0,NNP,polres,NN,Polres,NNP
di Polres,1,IN,polres,NN,Polres,NNP
dipom,0,VB,pom,NN,pom,NN
di pom,1,IN,pom,NN,pom,NN
dipondok,0,VB,pondok,NN,pondok,NN
di pondok,1,IN,pondok,NN,pondok,NN
dipondok pesantren,0,VP,pondok pesantren,NN,pondok pesantren,NN
di pondok pesantren,1,IN,pondok pesantren,NN,pondok pesantren,NN
dipos,0,VB,pos,NN,pos,NN
dipos,0,VB,pos,NN,pos,NN
di pos,1,IN,pos,NN,pos,NN
di pos,1,IN,pos,NN,pos,NN
diposisi,0,VB,posisi,NN,posisi,NN
diposisi,0,VB,posisi,NN,posisi,NN
diposisi,0,VB,posisi,NN,posisi,NN
diposisi,0,VB,posisi,NN,posisi,NN
diposisi,0,VB,posisi,NN,posisi,NN
di posisi,1,IN,posisi,NN,posisi,NN
di posisi,1,IN,posisi,NN,posisi,NN
di posisi,1,IN,posisi,NN,posisi,NN
di posisi,1,IN,posisi,NN,posisi,NN
di posisi,1,IN,posisi,NN,posisi,NN
diposko,0,VB,posko,NN,posko,NN
di posko,1,IN,posko,NN,posko,NN
diPraha,0,VB,praha,NN,Praha,NNP
di Praha,1,IN,praha,NN,Praha,NNP
di prediksi,0,IN,prediksi,NN,prediksi,NN
di prediksi,0,IN,prediksi,NN,prediksi,NN
di prediksi,0,IN,prediksi,NN,prediksi,NN
di prediksi,0,IN,prediksi,NN,prediksi,NN
di prediksi,0,IN,prediksi,NN,prediksi,NN
di prediksi,0,IN,prediksi,NN,prediksi,NN
di prediksi,0,IN,prediksi,NN,prediksi,NN
di prediksi,0,IN,prediksi,NN,prediksi,NN
di prediksi,0,IN,prediksi,NN,prediksi,NN
diprediksi,1,VB,prediksi,NN,prediksi,NN
diprediksi,1,VB,prediksi,NN,prediksi,NN
diprediksi,1,VB,prediksi,NN,prediksi,NN
diprediksi,1,VB,prediksi,NN,prediksi,NN
diprediksi,1,VB,prediksi,NN,prediksi,NN
diprediksi,1,VB,prediksi,NN,prediksi,NN
diprediksi,1,VB,prediksi,NN,prediksi,NN
diprediksi,1,VB,prediksi,NN,prediksi,NN
diprediksi,1,VB,prediksi,NN,prediksi,NN
di presentasikan,0,IN,presentasi,NN,presentasikan,NN
dipresentasikan,1,VB,presentasi,NN,presentasikan,NN
di prioritaskan,0,IN,prioritas,NN,prioritaskan,NN
diprioritaskan,1,VB,prioritas,NN,prioritaskan,NN
di produksi,0,IN,produksi,NN,produksi,NN
diproduksi,1,VB,produksi,NN,produksi,NN
diprogram,0,VB,program,NN,program,NN
diprogram,0,VB,program,NN,program,NN
diprogram,0,VB,program,NN,program,NN
diprogram,0,VB,program,NN,program,NN
di program,1,IN,program,NN,program,NN
di program,1,IN,program,NN,program,NN
di program,1,IN,program,NN,program,NN
di program,1,IN,program,NN,program,NN
diprogram studi,0,VP,program studi,NN,program studi,NN
di program studi,1,IN,program studi,NN,program studi,NN
di promosikan,0,IN,promosi,NN,promosikan,NN
dipromosikan,1,VB,promosi,NN,promosikan,NN
di promotori,0,IN,promotor,NN,promotori,NN
dipromotori,1,VB,promotor,NN,promotori,NN
di proses,0,IN,proses,NN,proses,NN
di proses,0,IN,proses,NN,proses,NN
di proses,0,IN,proses,NN,proses,NN
di proses,0,IN,proses,NN,proses,NN
di proses,0,IN,proses,NN,proses,NN
di proses,0,IN,proses,NN,proses,NN
di proses,0,IN,proses,NN,proses,NN
diproses,0,VB,proses,NN,proses,NN
di proses,1,IN,proses,NN,proses,NN
diproses,1,VB,proses,NN,proses,NN
diproses,1,VB,proses,NN,proses,NN
diproses,1,VB,proses,NN,proses,NN
diproses,1,VB,proses,NN,proses,NN
diproses,1,VB,proses,NN,proses,NN
diproses,1,VB,proses,NN,proses,NN
diproses,1,VB,proses,NN,proses,NN
diprovinsi,0,VB,provinsi,NN,provinsi,NN
diprovinsi,0,VB,provinsi,NN,provinsi,NN
diprovinsi,0,VB,provinsi,NN,provinsi,NN
diprovinsi,0,VB,provinsi,NN,provinsi,NN
di provinsi,1,IN,provinsi,NN,provinsi,NN
di provinsi,1,IN,provinsi,NN,provinsi,NN
di provinsi,1,IN,provinsi,NN,provinsi,NN
di provinsi,1,IN,provinsi,NN,provinsi,NN
di proyeksi,0,IN,proyeksi,NN,proyeksi,NN
di proyeksikan,0,IN,proyeksi,NN,proyeksikan,NN
diproyeksi,1,VB,proyeksi,NN,proyeksi,NN
diproyeksikan,1,VB,proyeksi,NN,proyeksikan,NN
dipsotingan,0,VB,psotingan,NN,psotingan,NN
di psotingan,1,IN,psotingan,NN,psotingan,NN
diPT,0,VB,pt,NN,PT,NNP
di PT,1,IN,pt,NN,PT,NNP
dipublik,0,VB,publik,NN,publik,NN
dipublik,0,VB,publik,NN,publik,NN
di publik,1,IN,publik,NN,publik,NN
di publik,1,IN,publik,NN,publik,NN
di publikasikan,0,IN,publikasi,NN,publikasikan,VB
di publikasikan,0,IN,publikasi,NN,publikasikan,VB
dipublikasikan,1,VB,publikasi,NN,publikasikan,VB
dipublikasikan,1,VB,publikasi,NN,publikasikan,VB
dipulau,0,VB,pulau,NN,pulau,NN
di pulau,1,IN,pulau,NN,pulau,NN
dipuncak,0,VB,puncak,NN,puncak,NN
di puncak,1,IN,puncak,NN,puncak,NN
dipundak,0,VB,pundak,NN,pundak,NN
di pundak,1,IN,pundak,NN,pundak,NN
di pungut,0,IN,pungut,NN,pungut,NN
di pungut,0,IN,pungut,NN,pungut,NN
di pungut,0,IN,pungut,NN,pungut,NN
dipungut,1,VB,pungut,NN,pungut,NN
dipungut,1,VB,pungut,NN,pungut,NN
dipungut,1,VB,pungut,NN,pungut,NN
di pusatkan,0,IN,pusat,NN,pusatkan,VB
dipusat,0,VB,pusat,NN,pusat,NN
dipusat,0,VB,pusat,NN,pusat,NN
dipusat,0,VB,pusat,NN,pusat,NN
dipusat,0,VB,pusat,NN,pusat,NN
dipusat,0,VB,pusat,NN,pusat,NN
di pusat,1,IN,pusat,NN,pusat,NN
di pusat,1,IN,pusat,NN,pusat,NN
di pusat,1,IN,pusat,NN,pusat,NN
di pusat,1,IN,pusat,NN,pusat,NN
di pusat,1,IN,pusat,NN,pusat,NN
dipusatkan,1,VB,pusat,NN,pusatkan,VB
di ragukan,0,IN,raguk,NN,ragukan,VB
di ragukan,0,IN,raguk,NN,ragukan,VB
diragukan,1,VB,raguk,NN,ragukan,VB
diragukan,1,VB,raguk,NN,ragukan,VB
di rampas,0,IN,rampas,NN,rampas,NN
di rampas,0,IN,rampas,NN,rampas,NN
di rampas,0,IN,rampas,NN,rampas,NN
di rampas,0,IN,rampas,NN,rampas,NN
dirampas,1,VB,rampas,NN,rampas,NN
dirampas,1,VB,rampas,NN,rampas,NN
dirampas,1,VB,rampas,NN,rampas,NN
dirampas,1,VB,rampas,NN,rampas,NN
diranah,0,VB,ranah,NN,ranah,NN
diranah,0,VB,ranah,NN,ranah,NN
di ranah,1,IN,ranah,NN,ranah,NN
di ranah,1,IN,ranah,NN,ranah,NN
di rancang,0,IN,rancang,NN,rancang,NN
di rancang,0,IN,rancang,NN,rancang,NN
dirancang,1,VB,rancang,NN,rancang,NN
dirancang,1,VB,rancang,NN,rancang,NN
diperantauan,0,VB,rantau,NN,perantauan,NN
di perantauan,1,IN,rantau,NN,perantauan,NN
di rasakan,0,IN,rasa,NN,rasakan,VB
di rasakan,0,IN,rasa,NN,rasakan,VB
di rasakan,0,IN,rasa,NN,rasakan,VB
di rasakan,0,IN,rasa,NN,rasakan,VB
di rasakan,0,IN,rasa,NN,rasakan,VB
di rasakan,0,IN,rasa,NN,rasakan,VB
di rasakan,0,IN,rasa,NN,rasakan,VB
di rasakan,0,IN,rasa,NN,rasakan,VB
di rasakan,0,IN,rasa,NN,rasakan,VB
di rasakan,0,IN,rasa,NN,rasakan,VB
di rasakan,0,IN,rasa,NN,rasakan,VB
dirasakan,1,VB,rasa,NN,rasakan,VB
dirasakan,1,VB,rasa,NN,rasakan,VB
dirasakan,1,VB,rasa,NN,rasakan,VB
dirasakan,1,VB,rasa,NN,rasakan,VB
dirasakan,1,VB,rasa,NN,rasakan,VB
dirasakan,1,VB,rasa,NN,rasakan,VB
dirasakan,1,VB,rasa,NN,rasakan,VB
dirasakan,1,VB,rasa,NN,rasakan,VB
dirasakan,1,VB,rasa,NN,rasakan,VB
dirasakan,1,VB,rasa,NN,rasakan,VB
dirasakan,1,VB,rasa,NN,rasakan,VB
di rawat,0,IN,rawat,NN,rawat,NN
di rawat,0,IN,rawat,NN,rawat,NN
di rawat,0,IN,rawat,NN,rawat,NN
di rawat,0,IN,rawat,NN,rawat,NN
di rawat,0,IN,rawat,NN,rawat,NN
di rawat,0,IN,rawat,NN,rawat,NN
di rawat,0,IN,rawat,NN,rawat,NN
di rawat,0,IN,rawat,NN,rawat,NN
di rawat,0,IN,rawat,NN,rawat,NN
di rawat,0,IN,rawat,NN,rawat,NN
dirawat,1,VB,rawat,NN,rawat,NN
dirawat,1,VB,rawat,NN,rawat,NN
dirawat,1,VB,rawat,NN,rawat,NN
dirawat,1,VB,rawat,NN,rawat,NN
dirawat,1,VB,rawat,NN,rawat,NN
dirawat,1,VB,rawat,NN,rawat,NN
dirawat,1,VB,rawat,NN,rawat,NN
dirawat,1,VB,rawat,NN,rawat,NN
dirawat,1,VB,rawat,NN,rawat,NN
dirawat,1,VB,rawat,NN,rawat,NN
di perebutkan,0,IN,rebut,NN,perebutkan,NN
di rebut,0,IN,rebut,NN,rebut,NN
diperebutkan,1,VB,rebut,NN,perebutkan,NN
direbut,1,VB,rebut,NN,rebut,NN
di perebutkan,0,IN,rebut,NN,perebutkan,NN
di rebut,0,IN,rebut,NN,rebut,NN
diperebutkan,1,VB,rebut,NN,perebutkan,NN
direbut,1,VB,rebut,NN,rebut,NN
di perebutkan,0,IN,rebut,NN,perebutkan,NN
di rebut,0,IN,rebut,NN,rebut,NN
diperebutkan,1,VB,rebut,NN,perebutkan,NN
direbut,1,VB,rebut,NN,rebut,NN
di refund,0,IN,refund,NN,refund,NN
di-refund,1,VB,refund,NN,refund,NN
direfund,1,VB,refund,NN,refund,NN
di registrasi,0,IN,registrasi,NN,registrasi,NN
diregistrasi,1,VB,registrasi,NN,registrasi,NN
di rekayasa,0,IN,rekayasa,NN,rekayasa,NN
direkayasa,1,VB,rekayasa,NN,rekayasa,NN
di reklasifikasi,0,IN,reklasifikasi,NN,reklasifikasi,NN
direklasifikasi,1,VB,reklasifikasi,NN,reklasifikasi,NN
di rekomendasikan,0,IN,rekomendasi,NN,rekomendasikan,NN
di rekomendasikan,0,IN,rekomendasi,NN,rekomendasikan,NN
direkomendasikan,1,VB,rekomendasi,NN,rekomendasikan,NN
direkomendasikan,1,VB,rekomendasi,NN,rekomendasikan,NN
di rekrut,0,IN,rekrut,NN,rekrut,NN
direkrut,1,VB,rekrut,NN,rekrut,NN
di rem,0,IN,rem,NN,rem,NN
direm,1,VB,rem,NN,rem,NN
di rencanakan,0,IN,rencana,NN,rencanakan,NN
di rencanakan,0,IN,rencana,NN,rencanakan,NN
di rencanakan,0,IN,rencana,NN,rencanakan,NN
di rencanakan,0,IN,rencana,NN,rencanakan,NN
di rencanakan,0,IN,rencana,NN,rencanakan,NN
di rencanakan,0,IN,rencana,NN,rencanakan,NN
di rencanakan,0,IN,rencana,NN,rencanakan,NN
direncanakan,1,VB,rencana,NN,rencanakan,NN
direncanakan,1,VB,rencana,NN,rencanakan,NN
direncanakan,1,VB,rencana,NN,rencanakan,NN
direncanakan,1,VB,rencana,NN,rencanakan,NN
direncanakan,1,VB,rencana,NN,rencanakan,NN
direncanakan,1,VB,rencana,NN,rencanakan,NN
direncanakan,1,VB,rencana,NN,rencanakan,NN
di renggut,0,IN,renggut,NN,renggut,NN
direnggut,1,VB,renggut,NN,renggut,NN
diRepublik Ceko,0,VP,republik ceko,NN,Republik Ceko,NP
di Republik Ceko,1,IN,republik ceko,NN,Republik Ceko,NP
di respons,0,IN,respons,NN,respons,NN
direspons,1,VB,respons,NN,respons,NN
di restui,0,IN,restu,NN,restui,NN
direstui,1,VB,restu,NN,restui,NN
di revisi,0,IN,revisi,NN,revisi,NN
di revisi,0,IN,revisi,NN,revisi,NN
di revisi,0,IN,revisi,NN,revisi,NN
direvisi,1,VB,revisi,NN,revisi,NN
direvisi,1,VB,revisi,NN,revisi,NN
direvisi,1,VB,revisi,NN,revisi,NN
di meriahkan,0,IN,riah,NN,meriahkan,VB
di meriahkan,0,IN,riah,NN,meriahkan,VB
dimeriahkan,1,VB,riah,NN,meriahkan,VB
dimeriahkan,1,VB,riah,NN,meriahkan,VB
di ributkan,0,IN,ribut,NN,ributkan,VB
diributkan,1,VB,ribut,NN,ributkan,VB
di ringkus,0,IN,ringkus,NN,ringkus,NN
di ringkus,0,IN,ringkus,NN,ringkus,NN
diringkus,1,VB,ringkus,NN,ringkus,NN
diringkus,1,VB,ringkus,NN,ringkus,NN
di rintis,0,IN,rintis,NN,rintis,NN
dirintis,1,VB,rintis,NN,rintis,NN
diruang,0,VB,ruang,NN,ruang,NN
diruang,0,VB,ruang,NN,ruang,NN
diruang,0,VB,ruang,NN,ruang,NN
diruang,0,VB,ruang,NN,ruang,NN
diruang,0,VB,ruang,NN,ruang,NN
diruang,0,VB,ruang,NN,ruang,NN
diruang,0,VB,ruang,NN,ruang,NN
diruang,0,VB,ruang,NN,ruang,NN
diruang,0,VB,ruang,NN,ruang,NN
di ruang,1,IN,ruang,NN,ruang,NN
di ruang,1,IN,ruang,NN,ruang,NN
di ruang,1,IN,ruang,NN,ruang,NN
di ruang,1,IN,ruang,NN,ruang,NN
di ruang,1,IN,ruang,NN,ruang,NN
di ruang,1,IN,ruang,NN,ruang,NN
di ruang,1,IN,ruang,NN,ruang,NN
di ruang,1,IN,ruang,NN,ruang,NN
di ruang,1,IN,ruang,NN,ruang,NN
dirumah,0,VB,rumah,NN,rumah,NN
dirumah,0,VB,rumah,NN,rumah,NN
dirumah,0,VB,rumah,NN,rumah,NN
dirumah,0,VB,rumah,NN,rumah,NN
dirumah,0,VB,rumah,NN,rumah,NN
dirumah,0,VB,rumah,NN,rumah,NN
dirumah,0,VB,rumah,NN,rumah,NN
dirumah,0,VB,rumah,NN,rumah,NN
dirumah,0,VB,rumah,NN,rumah,NN
dirumah,0,VB,rumah,NN,rumah,NN
di rumah,1,IN,rumah,NN,rumah,NN
di rumah,1,IN,rumah,NN,rumah,NN
di rumah,1,IN,rumah,NN,rumah,NN
di rumah,1,IN,rumah,NN,rumah,NN
di rumah,1,IN,rumah,NN,rumah,NN
di rumah,1,IN,rumah,NN,rumah,NN
di rumah,1,IN,rumah,NN,rumah,NN
di rumah,1,IN,rumah,NN,rumah,NN
di rumah,1,IN,rumah,NN,rumah,NN
di rumah,1,IN,rumah,NN,rumah,NN
dirumah sakit,0,VP,rumah sakit,NN,rumah sakit,NN
dirumah sakit,0,VP,rumah sakit,NN,rumah sakit,NN
dirumah sakit,0,VP,rumah sakit,NN,rumah sakit,NN
dirumah sakit,0,VP,rumah sakit,NN,rumah sakit,NN
di rumah sakit,1,IN,rumah sakit,NN,rumah sakit,NN
di rumah sakit,1,IN,rumah sakit,NN,rumah sakit,NN
di rumah sakit,1,IN,rumah sakit,NN,rumah sakit,NN
di rumah sakit,1,IN,rumah sakit,NN,rumah sakit,NN
di rumuskan,0,IN,rumus,NN,rumuskan,NN
di rumuskan,0,IN,rumus,NN,rumuskan,NN
di rumuskan,0,IN,rumus,NN,rumuskan,NN
di rumuskan,0,IN,rumus,NN,rumuskan,NN
dirumuskan,1,VB,rumus,NN,rumuskan,NN
dirumuskan,1,VB,rumus,NN,rumuskan,NN
dirumuskan,1,VB,rumus,NN,rumuskan,NN
dirumuskan,1,VB,rumus,NN,rumuskan,NN
dirutan,0,VB,rutan,NN,rutan,NN
dirutan,0,VB,rutan,NN,rutan,NN
dirutan,0,VB,rutan,NN,rutan,NN
dirutan,0,VB,rutan,NN,rutan,NN
di rutan,1,IN,rutan,NN,rutan,NN
di rutan,1,IN,rutan,NN,rutan,NN
di rutan,1,IN,rutan,NN,rutan,NN
di rutan,1,IN,rutan,NN,rutan,NN
diRutan KPK,0,NP,rutan kpk,NN,Rutan KPK,NP
di Rutan KPK,1,IN,rutan kpk,NN,Rutan KPK,NP
di saksikan,0,IN,saksi,NN,saksikan,VB
di saksikan,0,IN,saksi,NN,saksikan,VB
di saksikan,0,IN,saksi,NN,saksikan,VB
di saksikan,0,IN,saksi,NN,saksikan,VB
di saksikan,0,IN,saksi,NN,saksikan,VB
di saksikan,0,IN,saksi,NN,saksikan,VB
disaksikan,1,VB,saksi,NN,saksikan,VB
disaksikan,1,VB,saksi,NN,saksikan,VB
disaksikan,1,VB,saksi,NN,saksikan,VB
disaksikan,1,VB,saksi,NN,saksikan,VB
disaksikan,1,VB,saksi,NN,saksikan,VB
disaksikan,1,VB,saksi,NN,saksikan,VB
disalon,0,VB,salon,NN,salon,NN
di salon,1,IN,salon,NN,salon,NN
di salurkan,0,IN,salur,NN,salurkan,VB
di salurkan,0,IN,salur,NN,salurkan,VB
disaluran,0,VB,salur,NN,saluran,NN
di saluran,1,IN,salur,NN,saluran,NN
disalurkan,1,VB,salur,NN,salurkan,VB
disalurkan,1,VB,salur,NN,salurkan,VB
disamping,0,VB,samping,NN,samping,NN
disamping,0,VB,samping,NN,samping,NN
disamping,0,VB,samping,NN,samping,NN
disamping,0,VB,samping,NN,samping,NN
disamping,0,VB,samping,NN,samping,NN
disamping,0,VB,samping,NN,samping,NN
disamping,0,VB,samping,NN,samping,NN
disamping,0,VB,samping,NN,samping,NN
disamping,0,VB,samping,NN,samping,NN
di samping,1,IN,samping,NN,samping,NN
di samping,1,IN,samping,NN,samping,NN
di samping,1,IN,samping,NN,samping,NN
di samping,1,IN,samping,NN,samping,NN
di samping,1,IN,samping,NN,samping,NN
di samping,1,IN,samping,NN,samping,NN
di samping,1,IN,samping,NN,samping,NN
di samping,1,IN,samping,NN,samping,NN
di samping,1,IN,samping,NN,samping,NN
disamping itu,0,VP,samping itu,NN,samping itu,NN
di samping itu,1,IN,samping itu,NN,samping itu,NN
di sanksi,0,IN,sanksi,NN,sanksi,NN
disanksi,1,VB,sanksi,NN,sanksi,NN
di sarankan,0,IN,saran,NN,sarankan,VB
di sarankan,0,IN,saran,NN,sarankan,VB
di sarankan,0,IN,saran,NN,sarankan,VB
di sarankan,0,IN,saran,NN,sarankan,VB
di sarankan,0,IN,saran,NN,sarankan,VB
disarankan,1,VB,saran,NN,sarankan,VB
disarankan,1,VB,saran,NN,sarankan,VB
disarankan,1,VB,saran,NN,sarankan,VB
disarankan,1,VB,saran,NN,sarankan,VB
disarankan,1,VB,saran,NN,sarankan,VB
diSemarang,0,VB,sarang,NN,Semarang,ADV
di Semarang,1,IN,sarang,NN,Semarang,ADV
di saring,0,IN,saring,NN,saring,NN
disaring,1,VB,saring,NN,saring,NN
disayap,0,VB,sayap,NN,sayap,NN
di sayap,1,IN,sayap,NN,sayap,NN
di sayat,0,IN,sayat,NN,sayat,NN
di sayat,0,IN,sayat,NN,sayat,NN
disayat,1,VB,sayat,NN,sayat,NN
disayat,1,VB,sayat,NN,sayat,NN
di sebarkan,0,IN,sebar,NN,sebarkan,NN
di sebarkan,0,IN,sebar,NN,sebarkan,NN
di sebarkan,0,IN,sebar,NN,sebarkan,NN
disebarkan,1,VB,sebar,NN,sebarkan,NN
disebarkan,1,VB,sebar,NN,sebarkan,NN
disebarkan,1,VB,sebar,NN,sebarkan,NN
di sekolahkan,0,IN,sekolah,NN,sekolahkan,NN
disekolah,0,VB,sekolah,NN,sekolah,NN
disekolah,0,VB,sekolah,NN,sekolah,NN
disekolah,0,VB,sekolah,NN,sekolah,NN
disekolah,0,VB,sekolah,NN,sekolah,NN
di sekolah,1,IN,sekolah,NN,sekolah,NN
di sekolah,1,IN,sekolah,NN,sekolah,NN
di sekolah,1,IN,sekolah,NN,sekolah,NN
di sekolah,1,IN,sekolah,NN,sekolah,NN
disekolahkan,1,VB,sekolah,NN,sekolahkan,NN
disektor,0,VB,sektor,NN,sektor,NN
disektor,0,VB,sektor,NN,sektor,NN
disektor,0,VB,sektor,NN,sektor,NN
disektor,0,VB,sektor,NN,sektor,NN
disektor,0,VB,sektor,NN,sektor,NN
disektor,0,VB,sektor,NN,sektor,NN
disektor,0,VB,sektor,NN,sektor,NN
disektor,0,VB,sektor,NN,sektor,NN
di sektor,1,IN,sektor,NN,sektor,NN
di sektor,1,IN,sektor,NN,sektor,NN
di sektor,1,IN,sektor,NN,sektor,NN
di sektor,1,IN,sektor,NN,sektor,NN
di sektor,1,IN,sektor,NN,sektor,NN
di sektor,1,IN,sektor,NN,sektor,NN
di sektor,1,IN,sektor,NN,sektor,NN
di sektor,1,IN,sektor,NN,sektor,NN
di sela-sela,0,IN,sela,NN,sela-sela,NN
disela-sela,0,VB,sela,NN,sela-sela,NN
disela-sela,0,VB,sela,NN,sela-sela,NN
disela-sela,0,VB,sela,NN,sela-sela,NN
disela-sela,0,VB,sela,NN,sela-sela,NN
di sela-sela,1,IN,sela,NN,sela-sela,NN
di sela-sela,1,IN,sela,NN,sela-sela,NN
di sela-sela,1,IN,sela,NN,sela-sela,NN
di sela-sela,1,IN,sela,NN,sela-sela,NN
disela-sela,1,VB,sela,NN,sela-sela,NN
di selenggarakan,0,IN,selenggara,NN,selenggarakan,CC
di selenggarakan,0,IN,selenggara,NN,selenggarakan,CC
di selenggarakan,0,IN,selenggara,NN,selenggarakan,CC
di selenggarakan,0,IN,selenggara,NN,selenggarakan,CC
di selenggarakan,0,IN,selenggara,NN,selenggarakan,CC
di selenggarakan,0,IN,selenggara,NN,selenggarakan,CC
di selenggarakan,0,IN,selenggara,NN,selenggarakan,CC
di selenggarakan,0,IN,selenggara,NN,selenggarakan,CC
di selenggarakan,0,IN,selenggara,NN,selenggarakan,CC
di selenggarakan,0,IN,selenggara,NN,selenggarakan,CC
di selenggarakan,0,IN,selenggara,NN,selenggarakan,CC
diselenggarakan,1,VB,selenggara,NN,selenggarakan,CC
diselenggarakan,1,VB,selenggara,NN,selenggarakan,CC
diselenggarakan,1,VB,selenggara,NN,selenggarakan,CC
diselenggarakan,1,VB,selenggara,NN,selenggarakan,CC
diselenggarakan,1,VB,selenggara,NN,selenggarakan,CC
diselenggarakan,1,VB,selenggara,NN,selenggarakan,CC
diselenggarakan,1,VB,selenggara,NN,selenggarakan,CC
diselenggarakan,1,VB,selenggara,NN,selenggarakan,CC
diselenggarakan,1,VB,selenggara,NN,selenggarakan,CC
diselenggarakan,1,VB,selenggara,NN,selenggarakan,CC
diselenggarakan,1,VB,selenggara,NN,selenggarakan,CC
disemifinal,0,VB,semifinal,NN,semifinal,NN
di semifinal,1,IN,semifinal,NN,semifinal,NN
diSentul,0,VB,sentul,NN,Sentul,NNP
diSentul,0,VB,sentul,NN,Sentul,NNP
di Sentul,1,IN,sentul,NN,Sentul,NNP
di Sentul,1,IN,sentul,NN,Sentul,NNP
disepakbola,0,VB,sepakbola,NN,sepakbola,NN
di sepakbola,1,IN,sepakbola,NN,sepakbola,NN
di serahterimakan,0,IN,serahterimakan,NN,serahterimakan,NN
diserahterimakan,1,VB,serahterimakan,NN,serahterimakan,NN
diseries,0,VB,series,NN,series,NN
diseries,0,VB,series,NN,series,NN
di series,1,IN,series,NN,series,NN
di series,1,IN,series,NN,series,NN
di serobot,0,IN,serobot,NN,serobot,NN
di serobot,0,IN,serobot,NN,serobot,NN
diserobot,1,VB,serobot,NN,serobot,NN
diserobot,1,VB,serobot,NN,serobot,NN
di sertifikasi,0,IN,sertifikasi,NN,sertifikasi,NN
disertifikasi,1,NN,sertifikasi,NN,sertifikasi,NN
disertifikat,0,VB,sertifikat,NN,sertifikat,NN
di sertifikat,1,IN,sertifikat,NN,sertifikat,NN
diserver,0,VB,server,NN,server,NN
di server,1,IN,server,NN,server,NN
di sewa,0,IN,sewa,NN,sewa,NN
disewa,1,VB,sewa,NN,sewa,NN
di sholatkan,0,IN,sholatkan,NN,sholatkan,NN
disholatkan,1,VB,sholatkan,NN,sholatkan,NN
di siarkan,0,IN,siar,NN,siarkan,VB
di siarkan,0,IN,siar,NN,siarkan,VB
di siarkan,0,IN,siar,NN,siarkan,VB
di siarkan,0,IN,siar,NN,siarkan,VB
di siarkan,0,IN,siar,NN,siarkan,VB
di siarkan,0,IN,siar,NN,siarkan,VB
di siarkan,0,IN,siar,NN,siarkan,VB
di siarkan,0,IN,siar,NN,siarkan,VB
